0.0208,0.9792,718,237,241,1148
0.0625,0.9792,823,374,326,1486
0.1042,0.9792,882,607,429,1912
0.1458,0.9792,1048,956,566,2600
0.1875,0.9792,925,1009,547,2524
0.2292,0.9792,702,881,504,2121
0.2708,0.9792,563,813,491,1895
0.3125,0.9792,481,733,456,1691
0.3542,0.9792,408,617,402,1439
0.3958,0.9792,432,685,492,1625
0.4375,0.9792,503,844,727,2093
0.4792,0.9792,517,893,908,2330
0.5208,0.9792,527,915,1050,2500
0.5625,0.9792,422,761,945,2128
0.6042,0.9792,258,531,746,1528
0.6458,0.9792,152,386,612,1140
0.6875,0.9792,145,329,528,992
0.7292,0.9792,216,314,452,973
0.7708,0.9792,415,452,600,1455
0.8125,0.9792,705,534,662,1881
0.8542,0.9792,752,472,594,1785
0.8958,0.9792,738,400,508,1609
0.9375,0.9792,638,262,319,1179
0.9792,0.9792,688,237,265,1144
0.0208,0.9375,750,262,265,1227
0.0625,0.9375,842,385,342,1534
0.1042,0.9375,865,604,432,1894
0.1458,0.9375,1012,901,546,2464
0.1875,0.9375,962,1036,563,2606
0.2292,0.9375,688,848,490,2056
0.2708,0.9375,605,867,525,2028
0.3125,0.9375,438,657,420,1531
0.3542,0.9375,396,626,429,1468
0.3958,0.9375,468,766,653,1904
0.4375,0.9375,505,863,880,2259
0.4792,0.9375,499,854,868,2233
0.5208,0.9375,521,906,1035,2471
0.5625,0.9375,431,784,971,2188
0.6042,0.9375,264,545,763,1564
0.6458,0.9375,141,339,529,998
0.6875,0.9375,164,370,587,1112
0.7292,0.9375,248,361,517,1116
0.7708,0.9375,401,432,569,1390
0.8125,0.9375,594,559,699,1839
0.8542,0.9375,757,553,681,1966
0.8958,0.9375,711,391,493,1560
0.9375,0.9375,715,306,372,1350
0.9792,0.9375,710,256,288,1207
0.0208,0.8958,736,281,279,1254
0.0625,0.8958,863,455,382,1672
0.1042,0.8958,939,689,492,2119
0.1458,0.8958,1037,963,585,2613
0.1875,0.8958,969,1053,578,2644
