0.05,0.95,745,296,258,1264
0.15,0.95,1042,989,523,2595
0.25,0.95,642,903,484,2070
0.35,0.95,442,707,408,1585
0.45,0.95,452,763,641,1880
0.55,0.95,411,736,870,2036
0.65,0.95,118,301,488,907
0.75,0.95,311,388,539,1240
0.85,0.95,679,508,615,1791
0.95,0.95,744,284,325,1306
0.05,0.85,850,397,331,1543
0.15,0.85,982,933,515,2466
0.25,0.85,642,869,470,2019
0.35,0.85,433,705,423,1587
0.45,0.85,468,800,689,1986
0.55,0.85,413,724,845,1998
0.65,0.85,149,326,497,974
0.75,0.85,317,382,509,1208
0.85,0.85,712,547,654,1904
0.95,0.85,734,310,355,1358
0.05,0.75,834,458,379,1648
0.15,0.75,1108,1111,633,2904
0.25,0.75,689,944,535,2213
0.35,0.75,494,809,502,1839
0.45,0.75,532,908,788,2262
0.55,0.75,461,784,897,2163
0.65,0.75,207,410,590,1212
0.75,0.75,358,422,545,1325
0.85,0.75,677,526,614,1810
0.95,0.75,832,401,448,1642
0.05,0.65,887,573,472,1919
0.15,0.65,1077,1113,665,2907
0.25,0.65,800,1087,650,2592
0.35,0.65,541,883,581,2043
0.45,0.65,535,890,793,2250
0.55,0.65,499,835,933,2291
0.65,0.65,255,429,568,1257
0.75,0.65,412,482,598,1494
0.85,0.65,672,548,622,1837
0.95,0.65,803,445,478,1700
0.05,0.55,916,679,559,2153
0.15,0.55,1104,1161,739,3057
0.25,0.55,865,1131,709,2761
0.35,0.55,584,913,637,2172
0.45,0.55,594,965,874,2470
0.55,0.55,546,880,962,2414
0.65,0.55,333,511,629,1480
0.75,0.55,456,526,621,1608
0.85,0.55,694,598,657,1948
0.95,0.55,743,493,506,1727
0.05,0.45,1043,882,720,2660
0.15,0.45,1176,1293,866,3400
0.25,0.45,846,1087,738,2721
0.35,0.45,631,939,686,2295
0.45,0.45,635,978,895,2542
0.55,0.45,548,841,884,2298
0.65,0.45,452,668,776,1911
0.75,0.45,529,625,704,1867
0.85,0.45,743,677,722,2148
0.95,0.45,834,637,630,2096
0.05,0.35,1001,932,773,2729
0.15,0.35,1040,1162,833,3089
0.25,0.35,970,1244,889,3166
0.35,0.35,661,934,723,2354
0.45,0.35,633,925,841,2433
0.55,0.35,630,929,944,2534
0.65,0.35,522,731,796,2066
0.75,0.35,607,713,762,2096
0.85,0.35,747,730,745,2233
0.95,0.35,877,767,727,2375
0.05,0.25,1065,1101,924,3130
0.15,0.25,1180,1366,1046,3661
0.25,0.25,1070,1375,1044,3561
0.35,0.25,883,1217,972,3132
0.45,0.25,814,1162,1047,3075
0.55,0.25,678,948,931,2590
0.65,0.25,606,810,835,2275
0.75,0.25,711,854,866,2455
0.85,0.25,819,859,847,2545
0.95,0.25,905,874,810,2608
0.05,0.15,1134,1293,1112,3596
0.15,0.15,1166,1394,1133,3762
0.25,0.15,1069,1353,1113,3602
0.35,0.15,859,1129,962,2997
0.45,0.15,835,1101,984,2964
0.55,0.15,804,1063,993,2901
0.65,0.15,795,1029,999,2863
0.75,0.15,898,1094,1053,3086
0.85,0.15,1049,1217,1151,3466
0.95,0.15,1098,1229,1104,3480
0.05,0.05,1214,1491,1301,4083
0.15,0.05,1203,1487,1286,4052
0.25,0.05,1184,1500,1299,4061
0.35,0.05,1120,1454,1274,3922
0.45,0.05,1108,1458,1299,3957
0.55,0.05,1094,1397,1264,3821
0.65,0.05,1070,1364,1250,3749
0.75,0.05,1080,1342,1232,3716
0.85,0.05,1095,1324,1205,3684
0.95,0.05,1163,1424,1270,3931
